pokedex_number;name;generation;type1;type2;color;evolving_stade;hp;atk;def;sp_atk;sp_def;spd;base_stats;is_legendary;capt_rate;exp_growth;egg_steps;height;weight;base_happiness;classif;percentage_male;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water
227;Skarmory;2;steel;flying;Grey;3;65;80;140;40;70;70;465;0;25;1250000;6400;1.70;50.5;70;Armor Bird Pokémon;50;0.25;1;0.5;2;0.5;1;2;0.5;1;0.25;0;1;0.5;0;0.5;1;0.5;1
228;Houndour;2;dark;fire;Black;1;45;60;30;80;50;65;330;0;120;1250000;5120;0.61;10.8;35;Dark Pokémon;50;1;0.5;1;1;1;2;0.5;1;0.5;0.5;2;0.5;1;1;0;2;0.5;2
229;Houndoom;2;dark;fire;Black;3;75;90;90;140;90;115;600;0;45;1250000;5120;1.40;35.0;35;Dark Pokémon;50;1;0.5;1;1;1;2;0.5;1;0.5;0.5;2;0.5;1;1;0;2;0.5;2
230;Kingdra;2;water;dragon;Blue;3;75;95;95;95;95;85;540;0;45;1000000;5120;1.80;152.0;70;Dragon Pokémon;50;1;1;2;1;2;1;0.25;1;1;1;1;1;1;1;1;1;0.5;0.25
231;Phanpy;2;ground;;Blue;1;90;60;60;40;40;40;330;0;120;1000000;5120;0.51;33.5;70;Long Nose Pokémon;50;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2
232;Donphan;2;ground;;Grey;3;90;120;120;60;60;50;500;0;60;1000000;5120;1.09;120.0;70;Armor Pokémon;50;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2
233;Porygon2;2;normal;;Red;2;85;80;90;105;95;60;515;0;45;1000000;5120;0.61;32.5;70;Virtual Pokémon;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
234;Stantler;2;normal;;Brown;3;73;95;62;85;65;85;465;0;45;1250000;5120;1.40;71.2;70;Big Horn Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
235;Smeargle;2;normal;;White;3;55;20;35;20;45;75;250;0;45;800000;5120;1.19;58.0;70;Painter Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
236;Tyrogue;2;fighting;;Purple;0;35;35;35;35;35;35;210;0;75;1000000;6400;0.71;21.0;70;Scuffle Pokémon;100;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
237;Hitmontop;2;fighting;;Brown;3;50;95;95;35;110;70;455;0;45;1000000;6400;1.40;48.0;70;Handstand Pokémon;100;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
238;Smoochum;2;ice;psychic;Pink;0;45;30;15;85;65;65;305;0;45;1000000;6400;0.41;6.0;70;Kiss Pokémon;0;2;2;1;1;1;1;2;1;2;1;1;0.5;1;1;0.5;2;2;1
239;Elekid;2;electric;;Yellow;0;45;63;37;65;55;95;360;0;45;1000000;6400;0.61;23.5;70;Electric Pokémon;75.4;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
240;Magby;2;fire;;Red;0;45;75;37;70;55;83;365;0;45;1000000;6400;0.71;21.4;70;Live Coal Pokémon;75.4;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
241;Miltank;2;normal;;Pink;3;95;80;105;40;70;100;490;0;45;1250000;5120;1.19;75.5;70;Milk Cow Pokémon;0;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
242;Blissey;2;normal;;Pink;3;255;10;10;75;135;55;540;0;30;800000;10240;1.50;46.8;140;Happiness Pokémon;0;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
243;Raikou;2;electric;;Yellow;3;90;85;75;115;100;115;580;1;3;1250000;20480;1.91;178.0;35;Thunder Pokémon;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
244;Entei;2;fire;;Brown;3;115;115;85;90;75;100;580;1;3;1250000;20480;2.11;198.0;35;Volcano Pokémon;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
245;Suicune;2;water;;Blue;3;100;75;115;90;115;85;580;1;3;1250000;20480;2.01;187.0;35;Aurora Pokémon;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
246;Larvitar;2;rock;ground;Green;1;50;64;50;45;50;41;300;0;45;1250000;10240;0.61;72.0;35;Rock Skin Pokémon;50;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4
247;Pupitar;2;rock;ground;Grey;2;70;84;70;65;70;51;410;0;45;1250000;10240;1.19;152.0;35;Hard Shell Pokémon;50;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4
248;Tyranitar;2;rock;dark;Green;3;100;164;150;95;120;71;700;0;45;1250000;10240;2.01;202.0;35;Armor Pokémon;50;2;0.5;1;1;2;4;0.5;0.5;0.5;2;2;1;0.5;0.5;0;1;2;2
249;Lugia;2;psychic;flying;White;3;106;90;130;90;154;110;680;1;3;1250000;30720;5.21;216.0;0;Diving Pokémon;;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1
250;Ho-Oh;2;fire;flying;Red;3;106;130;90;110;154;90;680;1;3;1250000;30720;3.81;199.0;0;Rainbow Pokémon;;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2
251;Celebi;2;psychic;grass;Green;3;100;100;100;100;100;100;600;1;45;1059860;30720;0.61;5.0;100;Time Travel Pokémon;;4;2;1;0.5;1;0.5;2;2;2;0.5;0.5;2;1;2;0.5;1;1;0.5
252;Treecko;3;grass;;Green;1;40;45;35;65;55;70;310;0;45;1059860;5120;0.51;5.0;70;Wood Gecko Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
253;Grovyle;3;grass;;Green;2;50;65;45;85;65;95;405;0;45;1059860;5120;0.89;21.6;70;Wood Gecko Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
254;Sceptile;3;grass;;Green;3;70;110;75;145;85;145;630;0;45;1059860;5120;1.70;52.2;70;Forest Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
255;Torchic;3;fire;;Red;1;45;60;40;70;50;45;310;0;45;1059860;5120;0.41;2.5;70;Chick Pokémon;88.1;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
256;Combusken;3;fire;fighting;Red;2;60;85;60;85;60;55;405;0;45;1059860;5120;0.89;19.5;70;Young Fowl Pokémon;88.1;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2
257;Blaziken;3;fire;fighting;Red;3;80;160;80;130;80;100;630;0;45;1059860;5120;1.91;52.0;70;Blaze Pokémon;88.1;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2
258;Mudkip;3;water;;Blue;1;50;70;50;50;50;40;310;0;45;1059860;5120;0.41;7.6;70;Mud Fish Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
259;Marshtomp;3;water;ground;Blue;2;70;85;70;60;70;50;405;0;45;1059860;5120;0.71;28.0;70;Mud Fish Pokémon;88.1;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1
260;Swampert;3;water;ground;Blue;3;100;150;110;95;110;70;635;0;45;1059860;5120;1.50;81.9;70;Mud Fish Pokémon;88.1;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1
261;Poochyena;3;dark;;Grey;1;35;55;35;30;30;35;220;0;255;1000000;3840;0.51;13.6;70;Bite Pokémon;50;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1
262;Mightyena;3;dark;;Grey;3;70;90;70;60;60;70;420;0;127;1000000;3840;0.99;37.0;70;Bite Pokémon;50;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1
263;Zigzagoon;3;normal;;Brown;1;38;30;41;30;41;60;240;0;255;1000000;3840;0.41;17.5;70;Tiny Racoon Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
264;Linoone;3;normal;;White;3;78;70;61;50;61;100;420;0;90;1000000;3840;0.51;32.5;70;Rush Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
265;Wurmple;3;bug;;Red;1;45;45;35;20;30;20;195;0;255;1000000;3840;0.30;3.6;70;Worm Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
266;Silcoon;3;bug;;White;2;50;35;55;25;25;15;205;0;120;1000000;3840;0.61;10.0;70;Cocoon Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
267;Beautifly;3;bug;flying;Yellow;3;60;70;50;100;50;65;395;0;45;1000000;3840;0.99;28.4;70;Butterfly Pokémon;50;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1
268;Cascoon;3;bug;;Purple;2;50;35;55;25;25;15;205;0;120;1000000;3840;0.71;11.5;70;Cocoon Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
269;Dustox;3;bug;poison;Green;3;60;50;70;50;90;65;385;0;45;1000000;3840;1.19;31.6;70;Poison Moth Pokémon;50;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1
270;Lotad;3;water;grass;Green;1;40;30;30;40;50;30;220;0;255;1059860;3840;0.51;2.6;70;Water Weed Pokémon;50;2;1;1;1;1;1;1;2;1;1;0.5;1;1;2;1;1;0.5;0.25
271;Lombre;3;water;grass;Green;2;60;50;50;60;70;50;340;0;120;1059860;3840;1.19;32.5;70;Jolly Pokémon;50;2;1;1;1;1;1;1;2;1;1;0.5;1;1;2;1;1;0.5;0.25
272;Ludicolo;3;water;grass;Green;3;80;70;70;90;100;70;480;0;45;1059860;3840;1.50;55.0;70;Carefree Pokémon;50;2;1;1;1;1;1;1;2;1;1;0.5;1;1;2;1;1;0.5;0.25
273;Seedot;3;grass;;Brown;1;40;40;50;30;30;30;220;0;255;1059860;3840;0.51;4.0;70;Acorn Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
274;Nuzleaf;3;grass;dark;Brown;2;70;70;40;60;40;60;340;0;120;1059860;3840;0.99;28.0;70;Wily Pokémon;50;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5
275;Shiftry;3;grass;dark;Brown;3;90;100;60;90;60;80;480;0;45;1059860;3840;1.30;59.6;70;Wickid Pokémon;50;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5
276;Taillow;3;normal;flying;Blue;1;40;55;30;30;30;85;270;0;200;1059860;3840;0.30;2.3;70;TinySwallow Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
277;Swellow;3;normal;flying;Blue;3;60;85;60;75;50;125;455;0;45;1059860;3840;0.71;19.8;70;Swallow Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
278;Wingull;3;water;flying;White;1;40;30;30;55;30;85;270;0;190;1000000;5120;0.61;9.5;70;Seagull Pokémon;50;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5
279;Pelipper;3;water;flying;Yellow;3;60;50;100;95;70;65;440;0;45;1000000;5120;1.19;28.0;70;Water Bird Pokémon;50;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5
280;Ralts;3;psychic;fairy;White;1;28;25;25;45;35;40;198;0;235;1250000;5120;0.41;6.6;35;Feeling Pokémon;50;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1
281;Kirlia;3;psychic;fairy;White;2;38;35;35;65;55;50;278;0;120;1250000;5120;0.79;20.2;35;Emotion Pokémon;50;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1
282;Gardevoir;3;psychic;fairy;White;3;68;85;65;165;135;100;618;0;45;1250000;5120;1.60;48.4;35;Embrace Pokémon;50;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1
283;Surskit;3;bug;water;Blue;1;40;30;32;50;52;65;269;0;200;1000000;3840;0.51;1.7;70;Pond Skater Pokémon;50;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5
284;Masquerain;3;bug;flying;Blue;3;70;60;62;100;82;80;454;0;75;1000000;3840;0.79;3.6;70;Eyeball Pokémon;50;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1
285;Shroomish;3;grass;;Brown;1;60;40;60;40;60;35;295;0;255;1640000;3840;0.41;4.5;70;Mushroom Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
286;Breloom;3;grass;fighting;Green;3;60;130;80;60;60;70;460;0;90;1640000;3840;1.19;39.2;70;Mushroom Pokémon;50;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5
287;Slakoth;3;normal;;Brown;1;60;60;60;35;35;30;280;0;255;1250000;3840;0.79;24.0;70;Slacker Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
288;Vigoroth;3;normal;;White;2;80;80;80;55;55;90;440;0;120;1250000;3840;1.40;46.5;70;Wild Monkey Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
289;Slaking;3;normal;;Brown;3;150;160;100;95;65;100;670;0;45;1250000;3840;2.01;130.5;70;Lazy Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
290;Nincada;3;bug;ground;Grey;1;31;45;90;30;30;40;266;0;255;600000;3840;0.51;5.5;70;Trainee Pokémon;50;1;1;1;0;1;0.5;2;2;1;1;0.5;2;1;0.5;1;1;1;2
291;Ninjask;3;bug;flying;Yellow;3;61;90;45;50;50;160;456;0;120;600000;3840;0.79;12.0;70;Ninja Pokémon;50;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1
292;Shedinja;3;bug;ghost;Brown;3;1;90;45;30;30;40;236;0;45;600000;3840;0.79;1.2;70;Shed Pokémon;;0.5;2;1;1;1;0;2;2;2;0.5;0.5;1;0;0.5;1;2;1;1
293;Whismur;3;normal;;Pink;1;64;51;23;51;23;28;240;0;190;1059860;5120;0.61;16.3;70;Whisper Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
294;Loudred;3;normal;;Blue;2;84;71;43;71;43;48;360;0;120;1059860;5120;0.99;40.5;70;Big Voice Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
295;Exploud;3;normal;;Blue;3;104;91;63;91;73;68;490;0;45;1059860;5120;1.50;84.0;70;Loud Noise Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
296;Makuhita;3;fighting;;Yellow;1;72;60;30;20;30;25;237;0;180;1640000;5120;0.99;86.4;70;Guts Pokémon;75.4;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
297;Hariyama;3;fighting;;Brown;3;144;120;60;40;60;50;474;0;200;1640000;5120;2.31;253.8;70;Arm Thrust Pokémon;75.4;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
298;Azurill;3;normal;fairy;Blue;0;50;20;40;20;40;20;190;0;150;800000;2560;0.20;2.0;70;Polka Dot Pokémon;24.6;0.5;0.5;0;1;1;1;1;1;0;1;1;1;1;2;1;1;2;1
299;Nosepass;3;rock;;Grey;1;30;45;135;45;90;30;375;0;255;1000000;5120;0.99;97.0;70;Compass Pokémon;50;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
300;Skitty;3;normal;;Pink;1;50;45;45;35;35;50;260;0;255;800000;3840;0.61;11.0;70;Kitten Pokémon;24.6;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
301;Delcatty;3;normal;;Purple;3;70;65;65;55;55;90;400;0;60;800000;3840;1.09;32.6;70;Prim Pokémon;24.6;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
302;Sableye;3;dark;ghost;Purple;3;50;85;125;85;115;20;480;0;45;1059860;6400;0.51;11.0;35;Darkness Pokémon;50;1;1;1;1;2;0;1;1;1;1;1;1;0;0.5;0;1;1;1
303;Mawile;3;steel;fairy;Black;3;50;105;125;55;95;50;480;0;45;800000;5120;0.61;11.5;70;Deceiver Pokémon;50;0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1
304;Aron;3;steel;rock;Grey;1;50;70;100;40;40;30;330;0;180;1250000;8960;0.41;60.0;35;Iron Armor Pokémon;50;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2
305;Lairon;3;steel;rock;Grey;2;60;90;140;50;50;40;430;0;90;1250000;8960;0.89;120.0;35;Iron Armor Pokémon;50;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2
306;Aggron;3;steel;rock;Grey;3;70;140;230;60;80;50;630;0;45;1250000;8960;2.11;360.0;35;Iron Armor Pokémon;50;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2
307;Meditite;3;fighting;psychic;Blue;1;30;40;55;40;55;60;280;0;180;1000000;5120;0.61;11.2;70;Meditate Pokémon;50;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1
308;Medicham;3;fighting;psychic;Red;3;60;100;85;80;85;100;510;0;90;1000000;5120;1.30;31.5;70;Meditate Pokémon;50;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1
309;Electrike;3;electric;;Green;1;40;45;40;65;40;65;295;0;120;1250000;5120;0.61;15.2;70;Lightning Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
310;Manectric;3;electric;;Yellow;3;70;75;80;135;80;135;575;0;45;1250000;5120;1.50;40.2;70;Discharge Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
311;Plusle;3;electric;;Yellow;3;60;50;40;85;75;95;405;0;200;1000000;5120;0.41;4.2;70;Cheering Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
312;Minun;3;electric;;Yellow;3;60;40;50;75;85;95;405;0;200;1000000;5120;0.41;4.2;70;Cheering Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
313;Volbeat;3;bug;;Grey;3;65;73;75;47;85;85;430;0;150;600000;3840;0.71;17.7;70;Firefly Pokémon;100;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
314;Illumise;3;bug;;Purple;3;65;47;75;73;85;85;430;0;150;1640000;3840;0.61;17.7;70;Firefly Pokémon;0;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
315;Roselia;3;grass;poison;Green;1;50;60;45;100;80;65;400;0;150;1059860;5120;0.30;2.0;70;Thorn Pokémon;50;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5
316;Gulpin;3;poison;;Green;1;70;43;53;43;53;40;302;0;225;1640000;5120;0.41;10.3;70;Stomach Pokémon;50;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1
317;Swalot;3;poison;;Purple;3;100;73;83;73;83;55;467;0;75;1640000;5120;1.70;80.0;70;Poison Bag Pokémon;50;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1
318;Carvanha;3;water;dark;Red;1;45;90;20;65;20;65;305;0;225;1250000;5120;0.79;20.8;35;Savage Pokémon;50;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5
319;Sharpedo;3;water;dark;Blue;3;70;140;70;110;65;105;560;0;60;1250000;5120;1.80;88.8;35;Brutal Pokémon;50;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5
320;Wailmer;3;water;;Blue;1;130;70;35;70;35;60;400;0;125;1640000;10240;2.01;130.0;70;Ball Whale Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
321;Wailord;3;water;;Blue;3;170;90;45;90;45;60;500;0;60;1640000;10240;14.50;398.0;70;Float Whale Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
322;Numel;3;fire;ground;Yellow;1;60;60;40;65;45;35;305;0;255;1000000;5120;0.71;24.0;70;Numb Pokémon;50;0.5;1;1;0;0.5;1;0.5;1;1;1;2;1;1;0.5;1;1;0.5;4
323;Camerupt;3;fire;ground;Red;3;70;120;100;145;105;20;560;0;150;1000000;5120;1.91;220.0;70;Eruption Pokémon;50;0.5;1;1;0;0.5;1;0.5;1;1;1;2;1;1;0.5;1;1;0.5;4
324;Torkoal;3;fire;;Brown;3;70;85;140;85;70;20;470;0;90;1000000;5120;0.51;80.4;70;Coal Pokémon;50;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
325;Spoink;3;psychic;;Black;1;60;25;35;70;80;60;330;0;255;800000;5120;0.71;30.6;70;Bounce Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
326;Grumpig;3;psychic;;Purple;3;80;45;65;90;110;80;470;0;60;800000;5120;0.89;71.5;70;Manipulate Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
327;Spinda;3;normal;;Brown;3;60;60;60;60;60;60;360;0;255;800000;3840;1.09;5.0;70;Spot Panda Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
328;Trapinch;3;ground;;Brown;1;45;100;45;45;45;10;290;0;255;1059860;5120;0.71;15.0;70;Ant Pit Pokémon;50;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2
329;Vibrava;3;ground;dragon;Green;2;50;70;50;50;50;70;340;0;120;1059860;5120;1.09;15.3;70;Vibration Pokémon;50;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1
330;Flygon;3;ground;dragon;Green;3;80;100;80;80;80;100;520;0;45;1059860;5120;2.01;82.0;70;Mystic Pokémon;50;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1
331;Cacnea;3;grass;;Green;1;50;85;40;85;40;35;335;0;190;1059860;5120;0.41;51.3;35;Cactus Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
332;Cacturne;3;grass;dark;Green;3;70;115;60;115;60;55;475;0;60;1059860;5120;1.30;77.4;35;Scarecrow Pokémon;50;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5
333;Swablu;3;normal;flying;Blue;1;45;40;60;40;75;50;310;0;255;600000;5120;0.41;1.2;70;Cotton Bird Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
334;Altaria;3;dragon;flying;Blue;3;75;110;110;110;105;80;590;0;45;600000;5120;1.09;20.6;70;Humming Pokémon;50;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5
335;Zangoose;3;normal;;White;3;73;115;60;60;60;90;458;0;90;600000;5120;1.30;40.3;70;Cat Ferret Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
336;Seviper;3;poison;;Black;3;73;100;60;100;60;65;458;0;90;1640000;5120;2.69;52.5;70;Fang Snake Pokémon;50;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1
337;Lunatone;3;rock;psychic;Yellow;3;90;55;65;95;85;70;460;0;45;800000;6400;0.99;168.0;70;Meteorite Pokémon;;2;2;1;1;1;1;0.5;0.5;2;2;2;1;0.5;0.5;0.5;1;2;2
338;Solrock;3;rock;psychic;Red;3;90;95;85;55;65;70;460;0;45;800000;6400;1.19;154.0;70;Meteorite Pokémon;;2;2;1;1;1;1;0.5;0.5;2;2;2;1;0.5;0.5;0.5;1;2;2
339;Barboach;3;water;ground;Grey;1;50;48;43;46;41;60;288;0;190;1000000;5120;0.41;1.9;70;Whiskers Pokémon;50;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1
340;Whiscash;3;water;ground;Blue;3;110;78;73;76;71;60;468;0;75;1000000;5120;0.89;23.6;70;Whiskers Pokémon;50;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1
341;Corphish;3;water;;Red;1;43;80;65;50;35;35;308;0;205;1640000;3840;0.61;11.5;70;Ruffian Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
342;Crawdaunt;3;water;dark;Red;3;63;120;85;90;55;55;468;0;155;1640000;3840;1.09;32.8;70;Rogue Pokémon;50;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5
343;Baltoy;3;ground;psychic;Brown;1;40;40;55;40;70;55;300;0;255;1000000;5120;0.51;21.5;70;Clay Doll Pokémon;;2;2;1;0;1;0.5;1;1;2;2;1;2;1;0.5;0.5;0.5;1;2
344;Claydol;3;ground;psychic;Black;3;60;70;105;70;120;75;500;0;90;1000000;5120;1.50;108.0;70;Clay Doll Pokémon;;2;2;1;0;1;0.5;1;1;2;2;1;2;1;0.5;0.5;0.5;1;2
345;Lileep;3;rock;grass;Purple;1;66;41;77;61;87;23;355;0;45;600000;7680;0.99;23.8;70;Sea Lily Pokémon;88.1;2;1;1;0.5;1;2;1;1;1;1;1;2;0.5;1;1;1;2;1
346;Cradily;3;rock;grass;Green;3;86;81;97;81;107;43;495;0;45;600000;7680;1.50;60.4;70;Barnacle Pokémon;88.1;2;1;1;0.5;1;2;1;1;1;1;1;2;0.5;1;1;1;2;1
347;Anorith;3;rock;bug;Grey;1;45;95;50;40;50;75;355;0;45;600000;7680;0.71;12.5;70;Old Shrimp Pokémon;88.1;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2
348;Armaldo;3;rock;bug;Grey;3;75;125;100;70;80;45;495;0;45;600000;7680;1.50;68.2;70;Plate Pokémon;88.1;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2
349;Feebas;3;water;;Brown;1;20;15;20;10;55;80;200;0;255;600000;5120;0.61;7.4;70;Fish Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
350;Milotic;3;water;;Pink;3;95;60;79;100;125;81;540;0;60;600000;5120;6.20;162.0;70;Tender Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
